State,LGA,Payment,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
South Australia,District Council of Cleve,Total Financial Assistance Grant (inc Early Payment),"$1,445,292","$1,449,048","$1,453,943","$1,470,813","$1,524,531","$1,657,846","$1,891,000"
South Australia,District Council of Coober Pedy,Total Early Payment,"$437,069","$440,935","$422,323","$466,405","$434,705","$721,653","$1,056,121"
South Australia,District Council of Coober Pedy,Total Financial Assistance Grant (inc Early Payment),"$853,206","$846,427","$858,800","$866,858","$892,667","$978,646","$1,117,914"
South Australia,District Council of Elliston,Total Early Payment,"$725,840","$617,304","$609,581","$639,812","$635,447","$993,921","$1,410,243"
South Australia,District Council of Elliston,Total Financial Assistance Grant (inc Early Payment),"$2,009,749","$1,594,663","$1,141,339","$1,155,694","$1,201,229","$1,307,243","$1,489,644"
South Australia,District Council of Franklin Harbour,Total Early Payment,"$639,883","$651,984","$633,491","$671,582","$646,723","$1,022,547","$2,262,842"
South Australia,District Council of Franklin Harbour,Total Financial Assistance Grant (inc Early Payment),"$1,232,838","$1,231,049","$1,233,364","$1,236,430","$1,268,128","$2,443,888","$2,277,921"
South Australia,District Council of Grant,Total Early Payment,"$752,017","$781,821","$944,212","$927,286","$1,010,354","$1,661,060","$2,584,955"
South Australia,District Council of Grant,Total Financial Assistance Grant (inc Early Payment),"$1,463,161","$1,843,549","$1,764,348","$1,999,146","$2,160,772","$2,202,961","$2,763,449"
South Australia,District Council of Karoonda East Murray,Total Early Payment,"$788,784","$812,303","$792,732","$836,811","$824,621","$1,292,856","$1,878,233"
South Australia,District Council of Karoonda East Murray,Total Financial Assistance Grant (inc Early Payment),"$1,522,728","$1,523,849","$1,527,155","$1,544,318","$1,598,610","$1,739,581","$1,901,663"
South Australia,District Council of Kimba,Total Early Payment,"$666,778","$688,770","$670,471","$711,510","$695,256","$1,104,207","$1,589,442"
South Australia,District Council of Kimba,Total Financial Assistance Grant (inc Early Payment),"$1,288,173","$1,288,200","$1,291,557","$1,306,102","$1,352,398","$1,471,235","$1,680,235"
South Australia,District Council of Lower Eyre Peninsula,Total Early Payment,"$449,605","$489,384","$503,146","$516,517","$542,925","$863,451","$2,207,048"
South Australia,District Council of Lower Eyre Peninsula,Total Financial Assistance Grant (inc Early Payment),"$877,283","$899,269","$1,695,264","$1,940,975","$3,004,878","$1,173,184","$2,236,028"
South Australia,District Council of Loxton Waikerie,Total Early Payment,"$2,208,379","$2,247,869","$2,179,308","$2,311,257","$2,261,040","$3,569,658","$5,225,196"
South Australia,District Council of Loxton Waikerie,Total Financial Assistance Grant (inc Early Payment),"$4,253,824","$4,244,165","$4,248,043","$4,292,968","$4,436,777","$4,831,910","$5,525,744"
South Australia,District Council of Mount Barker,Total Early Payment,"$626,017","$719,566","$798,935","$725,451","$874,873","$1,215,673","$1,997,842"
South Australia,District Council of Mount Barker,Total Financial Assistance Grant (inc Early Payment),"$1,296,221","$1,386,138","$1,377,501","$1,421,288","$1,547,916","$1,828,683","$2,105,182"
South Australia,District Council of Mount Remarkable,Total Early Payment,"$1,032,127","$1,053,624","$1,023,225","$1,088,253","$1,060,930","$1,660,322","$2,430,553"
South Australia,District Council of Mount Remarkable,Total Financial Assistance Grant (inc Early Payment),"$1,989,496","$1,986,473","$1,991,816","$2,013,788","$2,065,975","$2,249,096","$2,482,044"
South Australia,District Council of Orroroo Carrieton,Total Early Payment,"$624,704","$641,849","$624,991","$660,330","$649,892","$1,019,979","$1,486,213"
South Australia,District Council of Orroroo Carrieton,Total Financial Assistance Grant (inc Early Payment),"$1,620,670","$1,704,427","$1,207,151","$1,220,591","$1,263,061","$1,374,681","$1,503,777"
South Australia,District Council of Peterborough,Total Early Payment,"$803,358","$815,496","$788,058","$838,995","$802,452","$1,278,380","$1,818,949"
South Australia,District Council of Peterborough,Total Financial Assistance Grant (inc Early Payment),"$1,547,158","$1,541,624","$1,542,752","$1,546,036","$1,584,152","$1,684,309","$1,835,730"
South Australia,District Council of Robe,Total Early Payment,"$69,309","$80,983","$82,457","$87,571","$85,022","$142,011","$182,259"
South Australia,District Council of Robe,Total Financial Assistance Grant (inc Early Payment),"$382,427","$272,164","$144,556","$146,692","$155,238","$168,829","$191,533"
South Australia,District Council of Streaky Bay,Total Early Payment,"$984,181","$1,018,808","$991,947","$1,057,102","$1,025,624","$1,647,561","$2,351,034"
South Australia,District Council of Streaky Bay,Total Financial Assistance Grant (inc Early Payment),"$1,902,373","$1,902,784","$1,910,682","$1,931,976","$2,001,330","$2,177,599","$2,485,253"
South Australia,District Council of Tumby Bay,Total Early Payment,"$405,486","$428,322","$421,092","$415,876","$416,094","$603,090","$799,137"
South Australia,District Council of Tumby Bay,Total Financial Assistance Grant (inc Early Payment),"$786,667","$790,579","$769,306","$754,090","$759,588","$800,728","$863,610"
South Australia,District Council of Yankalilla,Total Early Payment,"$142,025","$158,045","$184,714","$180,433","$234,870","$273,696","$442,654"
South Australia,District Council of Yankalilla,Total Financial Assistance Grant (inc Early Payment),"$279,293","$306,083","$328,058","$664,799","$386,204","$438,976","$476,994"
South Australia,Gerard Community Council Aboriginal Corporation,Total Early Payment,"$85,446","$32,838","$35,572","$36,740","$37,820","$38,070","$60,759"
South Australia,Gerard Community Council Aboriginal Corporation,Total Financial Assistance Grant (inc Early Payment),"$89,651","$65,679","$67,750","$68,945","$69,722","$73,497","$80,560"
South Australia,Kangaroo Island Council,Total Early Payment,"$944,136","$1,060,930","$1,075,842","$1,124,184","$1,118,954","$1,985,436","$3,510,377"
South Australia,Kangaroo Island Council,Total Financial Assistance Grant (inc Early Payment),"$1,997,093","$2,038,776","$2,073,643","$2,096,660","$3,429,374","$3,938,427","$3,622,433"
South Australia,Kingston District Council,Total Early Payment,"$423,464","$424,592","$421,908","$414,298","$386,168","$573,473","$1,068,409"
South Australia,Kingston District Council,Total Financial Assistance Grant (inc Early Payment),"$781,594","$788,361","$770,033","$726,135","$860,741","$658,055","$1,114,901"
South Australia,Light Regional Council,Total Early Payment,"$500,493","$428,983","$483,541","$503,888","$593,441","$957,033","$1,704,679"
South Australia,Light Regional Council,Total Financial Assistance Grant (inc Early Payment),"$757,725","$822,712","$1,602,006","$1,568,989","$1,174,401","$2,154,470","$1,837,020"
South Australia,Maralinga Tjarutja,Total Early Payment,"$74,577","$81,608","$84,326","$83,990","$87,525","$134,841","$190,810"
South Australia,Maralinga Tjarutja,Total Financial Assistance Grant (inc Early Payment),"$149,170","$153,943","$153,995","$155,803","$164,298","$179,836","$200,260"
South Australia,Mid Murray Council,Total Early Payment,"$2,253,951","$1,948,442","$2,063,040","$2,091,700","$2,147,857","$3,221,889","$4,842,561"
South Australia,Mid Murray Council,Total Financial Assistance Grant (inc Early Payment),"$4,847,310","$4,350,926","$4,686,939","$3,980,137","$4,113,684","$4,477,447","$5,115,126"
South Australia,Municipal Council of Roxby Downs,Total Early Payment,"$92,257","$107,414","$97,281","$135,190","$95,149","$345,757","$438,895"
South Australia,Municipal Council of Roxby Downs,Total Financial Assistance Grant (inc Early Payment),"$194,739","$194,689","$207,522","$222,586","$293,175","$523,711","$460,071"
South Australia,Naracoorte Lucindale Council,Total Early Payment,"$1,424,489","$1,574,678","$1,746,007","$1,613,518","$1,819,850","$2,436,683","$3,329,645"
South Australia,Naracoorte Lucindale Council,Total Financial Assistance Grant (inc Early Payment),"$2,984,844","$3,194,265","$3,845,838","$3,529,581","$3,308,528","$3,516,187","$3,641,304"
South Australia,Nipapanha Community Incorporated,Total Early Payment,"$24,611","$27,148","$28,061","$28,912","$29,093","$46,427","$64,118"
South Australia,Nipapanha Community Incorporated,Total Financial Assistance Grant (inc Early Payment),"$49,228","$50,821","$51,758","$52,375","$55,244","$60,418","$67,305"
South Australia,Northern Areas Council,Total Early Payment,"$918,550","$955,266","$930,964","$985,927","$967,542","$1,526,018","$2,208,862"
South Australia,Northern Areas Council,Total Financial Assistance Grant (inc Early Payment),"$1,790,227","$1,790,744","$1,795,389","$1,816,102","$1,879,898","$2,045,871","$2,335,271"
South Australia,Outback Communities Authority,Total Early Payment,"$739,229","$756,100","$778,881","$799,632","$805,492","$1,286,586","$1,916,134"
South Australia,Outback Communities Authority,Total Financial Assistance Grant (inc Early Payment),"$1,478,080","$1,520,939","$1,544,101","$1,558,386","$1,639,696","$1,809,471","$2,007,375"
South Australia,Port Pirie Regional Council,Total Early Payment,"$2,250,257","$2,353,207","$2,263,070","$2,422,001","$2,337,076","$3,744,274","$5,506,066"
South Australia,Port Pirie Regional Council,Total Financial Assistance Grant (inc Early Payment),"$4,910,495","$4,483,968","$4,486,976","$4,531,112","$4,672,344","$5,091,137","$5,825,482"
South Australia,Regional Council of Goyder,Total Early Payment,"$1,703,531","$1,747,713","$1,696,804","$1,802,365","$1,519,280","$2,678,314","$3,143,403"
South Australia,Regional Council of Goyder,Total Financial Assistance Grant (inc Early Payment),"$3,286,542","$3,375,232","$3,288,334","$3,129,312","$3,111,517","$3,498,478","$3,429,859"
South Australia,Renmark Paringa Council,Total Early Payment,"$1,408,468","$1,402,827","$1,355,877","$1,433,125","$1,410,565","$2,193,289","$3,190,479"
South Australia,Renmark Paringa Council,Total Financial Assistance Grant (inc Early Payment),"$2,701,186","$3,665,812","$3,661,513","$3,678,858","$4,826,240","$3,048,473","$3,212,844"
South Australia,Rural City of Murray Bridge,Total Early Payment,"$1,861,607","$2,027,964","$2,013,799","$2,088,169","$2,090,205","$3,231,920","$4,815,045"
South Australia,Rural City of Murray Bridge,Total Financial Assistance Grant (inc Early Payment),"$3,871,660","$3,910,397","$3,915,747","$3,958,668","$4,089,987","$4,464,480","$5,070,029"
South Australia,Southern Mallee District Council,Total Early Payment,"$777,763","$819,338","$799,455","$848,054","$828,342","$1,319,259","$1,883,126"
South Australia,Southern Mallee District Council,Total Financial Assistance Grant (inc Early Payment),"$1,524,277","$1,744,233","$1,531,462","$1,548,688","$1,605,126","$1,745,239","$1,910,736"
South Australia,Tatiara District Council,Total Early Payment,"$1,618,062","$1,706,011","$1,950,429","$1,749,859","$2,031,381","$2,684,331","$4,146,393"
South Australia,Tatiara District Council,Total Financial Assistance Grant (inc Early Payment),"$3,502,239","$3,898,454","$3,690,613","$3,884,445","$3,916,292","$3,992,427","$4,500,450"
South Australia,The Barossa Council,Total Early Payment,"$691,004","$604,588","$717,522","$722,459","$843,361","$1,384,473","$2,085,846"
South Australia,The Barossa Council,Total Financial Assistance Grant (inc Early Payment),"$1,091,918","$1,213,512","$1,317,629","$1,415,703","$1,904,570","$1,917,827","$2,257,694"
South Australia,The Corporation of the City of Adelaide,Total Early Payment,"$362,016","$399,946","$414,992","$446,866","$433,804","$747,133","$977,592"
South Australia,The Corporation of the City of Adelaide,Total Financial Assistance Grant (inc Early Payment),"$733,230","$758,425","$790,571","$1,402,437","$863,757","$930,354","$1,026,057"
South Australia,The Flinders Ranges Council,Total Early Payment,"$767,614","$786,676","$765,685","$810,730","$795,041","$1,235,281","$1,802,408"
South Australia,The Flinders Ranges Council,Total Financial Assistance Grant (inc Early Payment),"$1,480,395","$1,479,671","$1,482,748","$1,498,944","$1,538,789","$1,675,036","$1,823,081"
South Australia,Town of Gawler,Total Early Payment,"$759,069","$855,212","$954,908","$965,315","$994,933","$1,593,761","$2,584,573"
South Australia,Town of Gawler,Total Financial Assistance Grant (inc Early Payment),"$1,610,507","$1,730,261","$2,669,243","$1,837,139","$1,965,353","$2,315,703","$2,726,114"
South Australia,Wakefield Regional Council,Total Early Payment,"$1,202,046","$1,300,568","$1,263,417","$1,342,375","$1,310,931","$2,078,642","$3,006,812"
South Australia,Wakefield Regional Council,Total Financial Assistance Grant (inc Early Payment),"$2,440,201","$2,438,116","$2,443,333","$2,471,391","$2,556,400","$2,782,509","$3,046,649"
South Australia,Wattle Range Council,Total Early Payment,"$1,315,450","$1,457,807","$1,785,520","$1,729,541","$1,869,727","$2,874,855","$3,842,145"
South Australia,Wattle Range Council,Total Financial Assistance Grant (inc Early Payment),"$2,876,647","$3,379,166","$3,529,795","$3,378,551","$3,635,131","$3,962,358","$4,165,753"
South Australia,Wudinna District Council,Total Early Payment,"$827,676","$857,847","$837,074","$885,955","$869,421","$1,409,086","$2,003,884"
South Australia,Wudinna District Council,Total Financial Assistance Grant (inc Early Payment),"$1,600,637","$1,602,317","$1,606,797","$1,625,254","$1,706,468","$1,857,528","$2,118,374"
South Australia,Yalata Anangu Aboriginal Corporation,Total Early Payment,"$103,808","$110,468","$114,003","$117,265","$118,059","$188,478","$269,788"
South Australia,Yalata Anangu Aboriginal Corporation,Total Financial Assistance Grant (inc Early Payment),"$207,607","$213,986","$217,601","$219,915","$231,684","$254,487","$282,927"
South Australia,Yorke Peninsula Council,Total Early Payment,"$1,143,746","$1,215,867","$1,201,897","$1,252,207","$1,177,465","$1,744,807","$2,150,401"
South Australia,Yorke Peninsula Council,Total Financial Assistance Grant (inc Early Payment),"$2,221,150","$2,237,584","$2,239,551","$2,198,693","$2,151,220","$2,141,877","$2,316,285"
Tasmania,Break O'day Council,Total Early Payment,"$1,377,088","$1,462,513","$1,496,018","$1,486,557","$1,520,937","$2,373,988","$3,557,734"
Tasmania,Break O'day Council,Total Financial Assistance Grant (inc Early Payment),"$2,830,624","$2,914,805","$2,901,982","$2,906,628","$3,060,654","$3,422,835","$3,650,731"
Tasmania,Brighton Council,Total Early Payment,"$792,558","$863,350","$1,005,529","$965,128","$1,100,249","$1,489,733","$2,513,698"
Tasmania,Brighton Council,Total Financial Assistance Grant (inc Early Payment),"$1,673,383","$1,843,199","$1,920,297","$1,993,997","$2,066,668","$2,412,878","$2,555,520"
Tasmania,Burnie City Council,Total Early Payment,"$1,142,546","$1,169,513","$1,172,483","$1,248,935","$1,305,115","$2,219,476","$3,334,843"
Tasmania,Burnie City Council,Total Financial Assistance Grant (inc Early Payment),"$2,263,845","$2,308,186","$2,354,127","$2,468,057","$2,744,746","$2,971,149","$3,403,877"
Tasmania,Central Coast Council,Total Early Payment,"$1,972,789","$2,004,357","$2,029,893","$2,199,839","$2,191,366","$3,728,558","$5,622,330"
Tasmania,Central Coast Council,Total Financial Assistance Grant (inc Early Payment),"$3,881,293","$3,977,056","$4,111,755","$4,247,165","$4,609,851","$5,111,504","$5,734,287"
Tasmania,Central Highlands Council,Total Early Payment,"$1,193,201","$1,191,097","$1,251,151","$1,288,510","$1,282,515","$2,044,477","$3,031,386"
Tasmania,Central Highlands Council,Total Financial Assistance Grant (inc Early Payment),"$2,304,133","$2,404,714","$2,469,098","$2,485,782","$2,608,429","$2,871,392","$3,291,586"
Tasmania,Circular Head Council,Total Early Payment,"$1,577,736","$1,627,615","$1,662,471","$1,725,230","$1,673,762","$2,822,429","$3,939,779"
Tasmania,Circular Head Council,Total Financial Assistance Grant (inc Early Payment),"$3,148,402","$3,239,826","$3,292,873","$3,287,566","$3,504,195","$3,858,994","$4,056,471"
Tasmania,Clarence City Council,Total Early Payment,"$1,299,773","$1,366,483","$1,434,701","$1,509,344","$1,527,067","$2,467,931","$3,768,628"
Tasmania,Clarence City Council,Total Financial Assistance Grant (inc Early Payment),"$2,644,002","$2,758,589","$2,861,713","$2,935,063","$3,127,643","$3,519,042","$3,893,035"
Tasmania,Derwent Valley Council,Total Early Payment,"$1,057,413","$1,148,165","$1,204,540","$1,252,851","$1,150,468","$1,874,837","$2,728,752"
Tasmania,Derwent Valley Council,Total Financial Assistance Grant (inc Early Payment),"$2,224,662","$2,320,381","$2,391,245","$2,328,242","$2,366,617","$2,598,084","$3,021,150"
Tasmania,Devonport City Council,Total Early Payment,"$1,020,069","$1,074,870","$1,228,658","$1,089,101","$1,385,917","$1,963,963","$3,104,810"
Tasmania,Devonport City Council,Total Financial Assistance Grant (inc Early Payment),"$2,079,538","$2,268,002","$2,259,025","$2,383,722","$2,659,810","$2,881,034","$3,171,812"
Tasmania,Dorset Council,Total Early Payment,"$1,779,420","$1,750,045","$1,717,085","$1,826,313","$1,705,147","$2,842,065","$4,028,529"
Tasmania,Dorset Council,Total Financial Assistance Grant (inc Early Payment),"$3,387,410","$3,416,798","$3,444,312","$3,418,404","$3,548,410","$3,907,738","$4,402,293"
Tasmania,Flinders Council,Total Early Payment,"$667,861","$681,199","$718,552","$758,584","$765,790","$1,219,642","$1,849,432"
Tasmania,Flinders Council,Total Financial Assistance Grant (inc Early Payment),"$1,318,457","$1,379,018","$1,436,194","$1,473,846","$1,556,835","$1,758,319","$1,917,207"
Tasmania,George Town Council,Total Early Payment,"$913,846","$912,737","$964,042","$967,171","$1,123,170","$1,600,898","$2,503,302"
Tasmania,George Town Council,Total Financial Assistance Grant (inc Early Payment),"$1,767,858","$1,850,280","$1,879,973","$2,016,613","$2,161,640","$2,424,922","$2,558,891"
Tasmania,Glamorgan Spring Bay Council,Total Early Payment,"$628,921","$637,397","$650,176","$664,290","$650,392","$1,011,097","$1,524,791"
Tasmania,Glamorgan Spring Bay Council,Total Financial Assistance Grant (inc Early Payment),"$1,232,043","$1,265,927","$1,276,957","$1,270,623","$1,305,967","$1,398,009","$1,590,250"
Tasmania,Glenorchy City Council,Total Early Payment,"$1,171,674","$1,204,803","$1,230,845","$1,277,639","$1,283,556","$2,034,832","$3,079,055"
Tasmania,Glenorchy City Council,Total Financial Assistance Grant (inc Early Payment),"$2,330,769","$2,398,982","$2,438,685","$2,475,979","$2,603,230","$2,931,693","$3,209,928"
Tasmania,Hobart City Council,Total Early Payment,"$1,318,408","$1,382,285","$1,433,506","$1,411,492","$1,479,871","$2,200,410","$3,351,041"
Tasmania,Hobart City Council,Total Financial Assistance Grant (inc Early Payment),"$2,673,805","$2,772,753","$2,768,014","$2,793,099","$2,906,971","$3,213,572","$3,499,148"
Tasmania,Huon Valley Council,Total Early Payment,"$1,769,174","$1,855,004","$1,852,499","$1,923,193","$1,862,924","$2,976,478","$4,447,722"
Tasmania,Huon Valley Council,Total Financial Assistance Grant (inc Early Payment),"$3,593,096","$3,656,121","$3,673,134","$3,663,566","$3,793,575","$4,296,033","$4,586,675"
Tasmania,Kentish Council,Total Early Payment,"$1,326,044","$1,383,859","$1,346,315","$1,493,214","$1,312,671","$2,285,640","$3,234,580"
Tasmania,Kentish Council,Total Financial Assistance Grant (inc Early Payment),"$2,680,710","$2,693,607","$2,759,801","$2,719,778","$2,795,200","$3,100,435","$3,554,378"
Tasmania,King Island Council,Total Early Payment,"$865,282","$899,143","$979,492","$1,007,710","$985,628","$1,655,665","$2,213,554"
Tasmania,King Island Council,Total Financial Assistance Grant (inc Early Payment),"$1,739,994","$1,850,159","$1,932,505","$1,928,105","$2,059,401","$2,152,321","$2,455,797"
Tasmania,Kingborough Council,Total Early Payment,"$1,049,449","$1,109,132","$1,158,229","$1,231,529","$1,212,668","$1,994,661","$2,979,277"
Tasmania,Kingborough Council,Total Financial Assistance Grant (inc Early Payment),"$2,144,636","$2,231,624","$2,321,696","$2,363,287","$2,506,196","$2,788,176","$3,092,500"
Tasmania,Latrobe Council,Total Early Payment,"$745,413","$789,796","$843,551","$876,510","$908,178","$1,532,791","$2,350,139"
Tasmania,Latrobe Council,Total Financial Assistance Grant (inc Early Payment),"$1,529,267","$1,609,772","$1,673,157","$1,725,057","$1,902,431","$2,080,110","$2,394,335"
Tasmania,Launceston City Council,Total Early Payment,"$2,104,191","$2,174,419","$2,261,180","$2,234,644","$2,353,162","$3,484,771","$5,282,866"
Tasmania,Launceston City Council,Total Financial Assistance Grant (inc Early Payment),"$4,203,880","$4,364,839","$4,372,197","$4,430,427","$4,613,040","$5,066,079","$5,498,861"
Tasmania,Meander Valley Council,Total Early Payment,"$2,115,668","$2,165,458","$2,180,889","$2,217,893","$2,178,177","$3,544,161","$5,426,415"
Tasmania,Meander Valley Council,Total Financial Assistance Grant (inc Early Payment),"$4,192,447","$4,284,064","$4,279,087","$4,252,200","$4,476,912","$5,059,124","$5,556,194"
Tasmania,Northern Midlands Council,Total Early Payment,"$1,723,490","$1,728,905","$1,814,394","$1,856,915","$1,857,132","$2,977,471","$4,477,576"
Tasmania,Northern Midlands Council,Total Financial Assistance Grant (inc Early Payment),"$3,344,076","$3,486,707","$3,568,385","$3,589,853","$3,787,978","$4,210,033","$4,616,396"
Tasmania,Sorell Council,Total Early Payment,"$1,076,526","$1,070,667","$1,097,529","$1,256,629","$1,125,923","$1,955,083","$2,782,986"
Tasmania,Sorell Council,Total Financial Assistance Grant (inc Early Payment),"$2,075,473","$2,138,054","$2,286,908","$2,308,942","$2,394,039","$2,662,263","$3,051,771"
Tasmania,Southern Midlands Council,Total Early Payment,"$1,644,434","$1,696,341","$1,752,439","$1,840,420","$1,808,005","$2,852,072","$4,206,436"
Tasmania,Southern Midlands Council,Total Financial Assistance Grant (inc Early Payment),"$3,284,771","$3,399,444","$3,494,281","$3,529,436","$3,657,903","$4,069,130","$4,618,589"
Tasmania,Tasman Council,Total Early Payment,"$474,946","$493,214","$492,154","$562,235","$510,237","$943,894","$1,363,230"
Tasmania,Tasman Council,Total Financial Assistance Grant (inc Early Payment),"$954,756","$971,088","$1,023,876","$1,038,762","$1,122,435","$1,246,084","$1,396,379"
Tasmania,Waratah-Wynyard Council,Total Early Payment,"$1,425,764","$1,487,140","$1,546,955","$1,706,491","$1,631,609","$2,658,560","$3,907,837"
Tasmania,Waratah-Wynyard Council,Total Financial Assistance Grant (inc Early Payment),"$2,879,932","$2,990,989","$3,162,413","$3,230,940","$3,356,039","$3,743,136","$4,276,087"
Tasmania,West Coast Council,Total Early Payment,"$961,071","$990,744","$1,128,696","$1,049,571","$1,188,774","$1,642,049","$2,612,857"
Tasmania,West Coast Council,Total Financial Assistance Grant (inc Early Payment),"$1,920,760","$2,089,505","$2,123,618","$2,160,676","$2,254,029","$2,554,064","$2,885,982"
Tasmania,West Tamar Council,Total Early Payment,"$1,572,128","$1,639,247","$1,741,900","$1,768,283","$1,868,822","$2,866,398","$4,469,316"
Tasmania,West Tamar Council,Total Financial Assistance Grant (inc Early Payment),"$3,176,411","$3,334,918","$3,416,807","$3,515,200","$3,728,210","$4,266,975","$4,551,802"
Victoria,Alpine Shire,Total Early Payment,"$1,756,848","$1,872,185","$1,940,043","$2,116,240","$1,958,914","$3,329,552","$4,673,187"
Victoria,Alpine Shire,Total Financial Assistance Grant (inc Early Payment),"$3,614,190","$3,724,376","$3,914,857","$3,933,984","$4,125,722","$4,339,016","$4,880,411"
Victoria,Ararat Rural City Council,Total Early Payment,"$2,888,238","$2,879,447","$3,124,273","$3,157,693","$3,274,054","$4,960,203","$7,425,542"
Victoria,Ararat Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$5,559,633","$5,865,444","$6,074,691","$6,197,184","$6,500,171","$6,853,782","$7,753,480"
Victoria,Ballarat City Council,Total Early Payment,"$6,409,093","$6,735,139","$6,613,653","$7,333,007","$6,714,046","$12,233,585","$17,342,366"
Victoria,Ballarat City Council,Total Financial Assistance Grant (inc Early Payment),"$13,003,913","$13,040,558","$13,447,723","$13,559,639","$14,679,933","$16,018,933","$18,106,898"
Victoria,Banyule City Council,Total Early Payment,"$2,155,046","$2,030,515","$1,775,444","$2,050,232","$1,805,562","$3,204,291","$4,337,932"
Victoria,Banyule City Council,Total Financial Assistance Grant (inc Early Payment),"$3,934,309","$3,725,193","$3,688,014","$3,725,511","$3,891,051","$4,077,751","$4,531,320"
Victoria,Bass Coast Shire Council,Total Early Payment,"$2,902,970","$3,174,088","$3,004,579","$3,562,284","$3,168,082","$5,859,213","$8,448,070"
Victoria,Bass Coast Shire Council,Total Financial Assistance Grant (inc Early Payment),"$6,122,459","$6,040,708","$6,326,400","$6,501,147","$6,982,231","$7,536,199","$8,808,578"
Victoria,Baw Baw Shire Council,Total Early Payment,"$4,475,463","$4,719,216","$4,565,971","$5,200,804","$4,712,959","$8,543,621","$12,071,832"
Victoria,Baw Baw Shire Council,Total Financial Assistance Grant (inc Early Payment),"$9,111,009","$9,079,107","$9,420,443","$9,574,293","$10,272,455","$11,067,605","$12,600,934"
Victoria,Bayside City Council,Total Early Payment,"$1,330,717","$1,402,408","$1,387,553","$1,506,200","$1,354,614","$2,362,375","$3,174,773"
Victoria,Bayside City Council,Total Financial Assistance Grant (inc Early Payment),"$2,708,094","$2,725,745","$2,791,809","$2,762,398","$2,892,528","$3,027,691","$3,318,013"
Victoria,Benalla Rural City Council,Total Early Payment,"$2,011,718","$2,082,789","$2,217,476","$2,201,493","$2,266,451","$3,469,012","$5,230,805"
Victoria,Benalla Rural City Council,Total Financial Assistance Grant (inc Early Payment),"$4,020,794","$4,201,330","$4,274,000","$4,305,235","$4,522,929","$4,783,099","$5,459,686"
Victoria,Borough of Queenscliffe,Total Early Payment,"$128,006","$141,042","$135,118","$374,451","$126,470","$579,022","$441,718"
Victoria,Borough of Queenscliffe,Total Financial Assistance Grant (inc Early Payment),"$272,263","$269,934","$483,698","$491,779","$503,658","$606,106","$470,213"
Victoria,Brimbank City Council,Total Early Payment,"$6,748,616","$7,492,729","$7,171,780","$7,469,214","$7,275,858","$11,185,563","$15,545,853"
Victoria,Brimbank City Council,Total Financial Assistance Grant (inc Early Payment),"$14,461,593","$14,324,857","$14,128,552","$14,214,698","$14,560,592","$15,004,739","$16,228,568"
Victoria,Buloke Shire Council,Total Early Payment,"$2,932,190","$3,077,246","$3,336,146","$3,455,155","$3,486,660","$5,501,792","$7,919,705"
Victoria,Buloke Shire Council,Total Financial Assistance Grant (inc Early Payment),"$5,939,032","$6,266,104","$6,564,625","$6,692,159","$7,065,064","$7,423,371","$8,274,655"
Victoria,Campaspe Shire Council,Total Early Payment,"$5,733,135","$5,814,474","$6,065,552","$6,358,909","$6,303,349","$10,006,400","$14,512,766"
Victoria,Campaspe Shire Council,Total Financial Assistance Grant (inc Early Payment),"$11,229,493","$11,609,250","$12,004,609","$12,209,400","$12,812,734","$13,657,688","$15,165,396"
Victoria,Cardinia Shire Council,Total Early Payment,"$5,244,668","$5,624,185","$6,105,518","$6,122,012","$6,467,805","$9,759,056","$15,010,621"
Victoria,Cardinia Shire Council,Total Financial Assistance Grant (inc Early Payment),"$10,852,745","$11,447,982","$11,815,023","$12,121,170","$12,820,040","$13,565,008","$15,658,808"
Victoria,Casey City Council,Total Early Payment,"$9,138,843","$10,018,770","$10,682,670","$10,515,623","$11,652,250","$16,474,879","$26,975,008"
Victoria,Casey City Council,Total Financial Assistance Grant (inc Early Payment),"$19,333,091","$20,195,113","$20,478,205","$21,318,355","$22,381,248","$23,831,067","$28,113,684"
Victoria,Central Goldfields Shire Council,Total Early Payment,"$1,872,878","$1,978,698","$2,119,506","$2,111,122","$2,203,249","$3,303,018","$5,102,260"
Victoria,Central Goldfields Shire Council,Total Financial Assistance Grant (inc Early Payment),"$3,819,211","$4,002,394","$4,090,303","$4,155,634","$4,352,331","$4,595,674","$5,322,167"
Victoria,City of Boroondara,Total Early Payment,"$2,261,249","$2,376,579","$2,364,608","$2,528,031","$2,416,542","$3,927,956","$5,354,725"
Victoria,City of Boroondara,Total Financial Assistance Grant (inc Early Payment),"$4,589,724","$4,631,358","$4,721,270","$4,769,282","$4,973,719","$5,140,628","$5,597,879"
Victoria,City of Darebin,Total Early Payment,"$2,330,542","$2,187,910","$2,087,353","$2,354,600","$2,150,684","$3,732,129","$4,838,615"
Victoria,City of Darebin,Total Financial Assistance Grant (inc Early Payment),"$4,240,106","$4,178,879","$4,282,520","$4,349,522","$4,580,384","$4,777,133","$5,064,393"
Victoria,City of Glen Eira,Total Early Payment,"$1,837,036","$1,941,687","$1,945,713","$2,077,475","$2,008,721","$3,273,589","$4,571,769"
Victoria,City of Glen Eira,Total Financial Assistance Grant (inc Early Payment),"$3,749,478","$3,796,389","$3,881,731","$3,940,195","$4,140,256","$4,326,432","$4,776,400"
